	shape	surface	color	target
5977	convex	fibrous	brown	edible
5978	flat	scaly	yellow	poisonous
5979	flat	scaly	white	edible
5980	flat	smooth	white	poisonous
5981	flat	smooth	pink	poisonous
5982	flat	scaly	yellow	poisonous
5983	flat	smooth	gray	poisonous
5984	convex	scaly	brown	poisonous
5985	flat	scaly	yellow	poisonous
5986	flat	smooth	gray	poisonous
5987	flat	smooth	white	poisonous
5988	convex	scaly	brown	poisonous
5989	flat	fibrous	yellow	poisonous
5990	convex	scaly	brown	poisonous
5991	bell	scaly	buff	poisonous
5992	flat	scaly	yellow	poisonous
5993	convex	scaly	red	poisonous
5994	convex	scaly	brown	poisonous
5995	knobbed	scaly	buff	edible
5996	convex	scaly	white	edible
5997	flat	smooth	buff	poisonous
5998	flat	scaly	yellow	poisonous
5999	convex	scaly	red	poisonous
6000	flat	smooth	red	poisonous
6001	convex	scaly	red	poisonous
6002	convex	smooth	brown	poisonous
6003	flat	scaly	brown	poisonous
6004	flat	scaly	red	poisonous
6005	knobbed	scaly	brown	poisonous
6006	flat	scaly	red	poisonous
6007	convex	smooth	red	poisonous
6008	flat	scaly	brown	poisonous
6009	flat	scaly	red	poisonous
6010	convex	smooth	red	poisonous
6011	convex	smooth	brown	poisonous
6012	flat	smooth	red	poisonous
6013	flat	smooth	red	poisonous
6014	flat	scaly	red	poisonous
6015	flat	scaly	brown	poisonous
6016	flat	scaly	brown	poisonous
6017	convex	scaly	red	poisonous
6018	knobbed	smooth	brown	poisonous
6019	convex	smooth	brown	poisonous
6020	flat	smooth	red	poisonous
6021	flat	scaly	red	poisonous
6022	knobbed	smooth	red	poisonous
6023	flat	scaly	red	poisonous
6024	convex	smooth	brown	poisonous
6025	flat	smooth	red	poisonous
6026	flat	smooth	brown	poisonous
6027	flat	scaly	red	poisonous
6028	flat	smooth	red	poisonous
6029	flat	smooth	brown	poisonous
6030	flat	scaly	red	poisonous
6031	convex	smooth	red	poisonous
6032	flat	smooth	red	poisonous
6033	convex	smooth	brown	poisonous
6034	flat	scaly	brown	poisonous
6035	convex	scaly	red	poisonous
6036	flat	scaly	brown	poisonous
6037	bell	smooth	brown	edible
6038	flat	smooth	brown	poisonous
6039	convex	smooth	brown	edible
6040	flat	scaly	red	poisonous
6041	flat	scaly	brown	poisonous
6042	flat	scaly	red	poisonous
6043	flat	smooth	brown	poisonous
6044	convex	scaly	red	poisonous
6045	convex	smooth	brown	poisonous
6046	flat	smooth	brown	poisonous
6047	flat	scaly	red	poisonous
6048	flat	smooth	brown	poisonous
6049	flat	smooth	brown	poisonous
6050	flat	smooth	brown	poisonous
6051	flat	scaly	red	poisonous
6052	flat	smooth	red	poisonous
6053	convex	scaly	red	poisonous
6054	convex	smooth	red	poisonous
6055	flat	smooth	red	poisonous
6056	flat	scaly	brown	poisonous
6057	convex	scaly	red	poisonous
6058	knobbed	smooth	red	poisonous
6059	knobbed	smooth	brown	poisonous
6060	flat	scaly	brown	poisonous
6061	convex	smooth	red	poisonous
6062	convex	scaly	red	poisonous
6063	flat	scaly	red	poisonous
6064	flat	scaly	brown	poisonous
6065	flat	smooth	red	poisonous
6066	convex	smooth	brown	poisonous
6067	convex	fibrous	white	edible
6068	flat	scaly	brown	poisonous
6069	convex	smooth	brown	poisonous
6070	convex	smooth	red	poisonous
6071	flat	smooth	brown	poisonous
6072	flat	smooth	brown	poisonous
6073	convex	scaly	red	poisonous
6074	convex	smooth	red	poisonous
6075	flat	smooth	brown	poisonous
6076	knobbed	smooth	brown	poisonous
6077	flat	scaly	brown	poisonous
6078	convex	smooth	brown	poisonous
6079	flat	scaly	red	poisonous
6080	convex	smooth	red	poisonous
6081	flat	smooth	brown	poisonous
6082	flat	scaly	brown	poisonous
6083	knobbed	scaly	brown	poisonous
6084	flat	scaly	brown	poisonous
6085	flat	smooth	brown	poisonous
6086	convex	smooth	red	poisonous
6087	flat	smooth	brown	poisonous
6088	flat	smooth	brown	poisonous
6089	flat	smooth	red	poisonous
6090	flat	scaly	brown	poisonous
6091	flat	smooth	brown	poisonous
6092	flat	scaly	brown	poisonous
6093	flat	smooth	red	poisonous
6094	flat	smooth	red	poisonous
6095	convex	scaly	red	poisonous
6096	flat	smooth	brown	poisonous
6097	convex	scaly	red	poisonous
6098	flat	scaly	red	poisonous
6099	convex	smooth	brown	poisonous
6100	flat	scaly	brown	poisonous
6101	flat	scaly	red	poisonous
6102	convex	scaly	red	poisonous
6103	flat	scaly	brown	poisonous
6104	flat	scaly	brown	poisonous
6105	convex	scaly	red	poisonous
6106	flat	scaly	brown	poisonous
6107	flat	smooth	brown	poisonous
6108	convex	smooth	brown	poisonous
6109	flat	scaly	red	poisonous
6110	convex	scaly	red	poisonous
6111	convex	smooth	red	poisonous
6112	flat	smooth	red	poisonous
6113	flat	scaly	red	poisonous
6114	convex	scaly	red	poisonous
6115	convex	scaly	red	poisonous
6116	convex	smooth	brown	poisonous
6117	convex	smooth	red	poisonous
6118	knobbed	smooth	red	poisonous
6119	convex	smooth	cinnamon	edible
6120	convex	smooth	red	poisonous
6121	flat	smooth	brown	poisonous
6122	convex	smooth	brown	poisonous
6123	flat	scaly	brown	poisonous
6124	flat	scaly	red	poisonous
6125	flat	smooth	red	poisonous
6126	convex	scaly	red	poisonous
6127	convex	smooth	red	poisonous
6128	convex	smooth	brown	poisonous
6129	convex	scaly	red	poisonous
6130	flat	smooth	red	poisonous
6131	flat	smooth	brown	poisonous
6132	flat	scaly	red	poisonous
6133	convex	scaly	red	poisonous
6134	knobbed	smooth	red	poisonous
6135	flat	scaly	brown	poisonous
6136	flat	smooth	brown	poisonous
6137	convex	smooth	red	poisonous
6138	flat	smooth	brown	poisonous
6139	flat	smooth	red	poisonous
6140	flat	scaly	red	poisonous
6141	bell	fibrous	white	edible
6142	convex	scaly	red	poisonous
6143	convex	scaly	red	poisonous
6144	flat	scaly	red	poisonous
6145	flat	scaly	red	poisonous
6146	knobbed	fibrous	white	edible
6147	convex	smooth	brown	poisonous
6148	flat	smooth	brown	poisonous
6149	convex	smooth	brown	poisonous
6150	flat	smooth	red	poisonous
6151	convex	smooth	brown	poisonous
6152	convex	smooth	brown	poisonous
6153	convex	smooth	red	poisonous
6154	knobbed	smooth	brown	poisonous
6155	convex	scaly	red	poisonous
6156	convex	smooth	red	poisonous
6157	convex	scaly	red	poisonous
6158	convex	smooth	red	poisonous
6159	convex	smooth	red	poisonous
6160	convex	smooth	red	poisonous
6161	convex	smooth	red	poisonous
6162	flat	scaly	red	poisonous
6163	convex	smooth	brown	poisonous
6164	flat	smooth	brown	poisonous
6165	convex	smooth	red	poisonous
6166	flat	smooth	red	poisonous
6167	convex	smooth	brown	poisonous
6168	flat	scaly	red	poisonous
6169	convex	smooth	brown	poisonous
6170	knobbed	smooth	brown	poisonous
6171	flat	smooth	red	poisonous
6172	flat	smooth	red	poisonous
6173	flat	scaly	red	poisonous
6174	knobbed	smooth	brown	poisonous
6175	flat	scaly	brown	poisonous
6176	flat	smooth	red	poisonous
6177	convex	scaly	red	poisonous
6178	flat	smooth	red	poisonous
6179	flat	scaly	red	poisonous
6180	flat	smooth	brown	poisonous
6181	flat	smooth	brown	poisonous
6182	convex	scaly	red	poisonous
6183	convex	scaly	red	poisonous
6184	flat	smooth	red	poisonous
6185	knobbed	scaly	red	poisonous
6186	flat	scaly	red	poisonous
6187	knobbed	scaly	brown	poisonous
6188	convex	smooth	red	poisonous
6189	convex	scaly	red	poisonous
6190	convex	smooth	brown	poisonous
6191	flat	scaly	brown	poisonous
6192	convex	smooth	red	poisonous
6193	bell	smooth	gray	edible
6194	convex	scaly	red	poisonous
6195	convex	smooth	red	poisonous
6196	flat	scaly	red	poisonous
6197	convex	smooth	red	poisonous
6198	flat	scaly	red	poisonous
6199	flat	scaly	red	poisonous
6200	convex	smooth	brown	poisonous
6201	flat	scaly	brown	poisonous
6202	knobbed	smooth	white	edible
6203	flat	scaly	red	poisonous
6204	convex	smooth	red	poisonous
6205	flat	scaly	brown	poisonous
6206	flat	scaly	brown	poisonous
6207	convex	smooth	red	poisonous
6208	flat	scaly	red	poisonous
6209	flat	scaly	red	poisonous
6210	flat	smooth	brown	poisonous
6211	convex	scaly	red	poisonous
6212	flat	scaly	red	poisonous
6213	bell	fibrous	gray	edible
6214	knobbed	scaly	red	poisonous
6215	convex	scaly	red	poisonous
6216	knobbed	smooth	red	poisonous
6217	convex	smooth	brown	poisonous
6218	knobbed	smooth	white	edible
6219	flat	smooth	red	poisonous
6220	convex	smooth	brown	poisonous
6221	knobbed	smooth	red	poisonous
6222	knobbed	scaly	brown	poisonous
6223	knobbed	scaly	red	poisonous
6224	convex	smooth	red	poisonous
6225	flat	smooth	red	poisonous
6226	flat	scaly	red	poisonous
6227	convex	scaly	red	poisonous
6228	flat	scaly	brown	poisonous
6229	convex	scaly	red	poisonous
6230	flat	scaly	brown	poisonous
6231	convex	scaly	red	poisonous
6232	knobbed	scaly	brown	poisonous
6233	flat	smooth	red	poisonous
6234	convex	smooth	brown	poisonous
6235	flat	scaly	brown	poisonous
6236	flat	smooth	red	poisonous
6237	convex	smooth	red	poisonous
6238	flat	smooth	brown	poisonous
6239	flat	scaly	brown	poisonous
6240	convex	scaly	red	poisonous
6241	convex	smooth	red	poisonous
6242	flat	scaly	red	poisonous
6243	flat	smooth	red	poisonous
6244	flat	scaly	red	poisonous
6245	convex	smooth	brown	poisonous
6246	flat	smooth	brown	poisonous
6247	convex	smooth	brown	poisonous
6248	flat	scaly	brown	poisonous
6249	knobbed	scaly	brown	poisonous
6250	convex	smooth	red	poisonous
6251	flat	scaly	brown	poisonous
6252	convex	scaly	red	poisonous
6253	flat	scaly	red	poisonous
6254	convex	scaly	red	poisonous
6255	flat	scaly	red	poisonous
6256	flat	scaly	red	poisonous
6257	flat	smooth	red	poisonous
6258	knobbed	scaly	red	poisonous
6259	convex	smooth	red	poisonous
6260	knobbed	smooth	gray	edible
6261	convex	smooth	brown	poisonous
6262	flat	smooth	red	poisonous
6263	flat	smooth	brown	poisonous
6264	flat	smooth	red	poisonous
6265	flat	scaly	brown	poisonous
6266	convex	smooth	red	poisonous
6267	convex	smooth	red	poisonous
6268	convex	smooth	red	poisonous
6269	convex	smooth	red	poisonous
6270	flat	smooth	red	poisonous
6271	convex	smooth	red	poisonous
6272	convex	smooth	brown	poisonous
6273	flat	smooth	brown	poisonous
6274	knobbed	scaly	brown	poisonous
6275	convex	scaly	red	poisonous
6276	convex	smooth	brown	poisonous
6277	convex	smooth	red	poisonous
6278	bell	smooth	white	edible
6279	flat	smooth	red	poisonous
6280	convex	smooth	red	poisonous
6281	convex	scaly	red	poisonous
6282	flat	scaly	brown	poisonous
6283	flat	smooth	red	poisonous
6284	flat	scaly	brown	poisonous
6285	flat	scaly	red	poisonous
6286	flat	smooth	brown	poisonous
6287	convex	scaly	red	poisonous
6288	flat	smooth	brown	poisonous
6289	convex	smooth	brown	poisonous
6290	flat	smooth	red	poisonous
6291	convex	smooth	brown	poisonous
6292	flat	smooth	red	poisonous
6293	convex	scaly	red	poisonous
6294	flat	scaly	brown	poisonous
6295	convex	scaly	red	poisonous
6296	flat	smooth	brown	poisonous
6297	flat	smooth	brown	poisonous
6298	convex	smooth	brown	poisonous
6299	flat	smooth	red	poisonous
6300	knobbed	scaly	brown	poisonous
6301	convex	scaly	red	poisonous
6302	convex	scaly	red	poisonous
6303	knobbed	smooth	brown	poisonous
6304	convex	smooth	red	poisonous
6305	convex	smooth	red	poisonous
6306	flat	scaly	brown	poisonous
6307	flat	smooth	red	poisonous
6308	flat	smooth	red	poisonous
6309	flat	smooth	brown	poisonous
6310	flat	scaly	red	poisonous
6311	flat	scaly	red	poisonous
6312	knobbed	smooth	red	poisonous
6313	convex	smooth	brown	poisonous
6314	flat	scaly	brown	poisonous
6315	flat	smooth	red	poisonous
6316	knobbed	smooth	brown	poisonous
6317	flat	scaly	brown	poisonous
6318	convex	scaly	red	poisonous
6319	convex	scaly	red	poisonous
6320	convex	smooth	red	poisonous
6321	flat	scaly	brown	poisonous
6322	flat	scaly	brown	poisonous
6323	flat	scaly	red	poisonous
6324	knobbed	scaly	brown	poisonous
6325	convex	smooth	brown	poisonous
6326	convex	smooth	red	poisonous
6327	convex	smooth	brown	poisonous
6328	flat	scaly	red	poisonous
6329	knobbed	scaly	red	poisonous
6330	convex	fibrous	gray	edible
6331	flat	scaly	red	poisonous
6332	convex	smooth	red	poisonous
6333	convex	smooth	red	poisonous
6334	convex	scaly	red	poisonous
6335	flat	scaly	brown	poisonous
6336	flat	scaly	brown	poisonous
6337	convex	smooth	brown	poisonous
6338	convex	smooth	red	poisonous
6339	flat	scaly	red	poisonous
6340	flat	smooth	brown	poisonous
6341	flat	scaly	brown	poisonous
6342	flat	scaly	brown	poisonous
6343	convex	scaly	red	poisonous
6344	convex	smooth	red	poisonous
6345	flat	smooth	brown	poisonous
6346	flat	smooth	brown	poisonous
6347	convex	smooth	red	poisonous
6348	flat	smooth	brown	poisonous
6349	flat	smooth	brown	poisonous
6350	flat	scaly	brown	poisonous
6351	convex	smooth	brown	poisonous
6352	flat	smooth	brown	poisonous
6353	flat	smooth	brown	poisonous
6354	convex	smooth	brown	poisonous
6355	flat	scaly	brown	poisonous
6356	convex	smooth	brown	poisonous
6357	convex	smooth	brown	poisonous
6358	flat	smooth	brown	poisonous
6359	flat	scaly	brown	poisonous
6360	convex	scaly	red	poisonous
6361	flat	smooth	red	poisonous
6362	flat	scaly	brown	poisonous
6363	flat	smooth	red	poisonous
6364	convex	smooth	brown	poisonous
6365	knobbed	fibrous	white	edible
6366	convex	smooth	brown	poisonous
6367	flat	smooth	brown	poisonous
6368	flat	scaly	brown	poisonous
6369	flat	smooth	brown	poisonous
6370	flat	scaly	brown	poisonous
6371	flat	scaly	brown	poisonous
6372	flat	smooth	brown	poisonous
6373	flat	scaly	red	poisonous
6374	bell	smooth	brown	edible
6375	flat	smooth	red	poisonous
6376	flat	smooth	red	poisonous
6377	convex	smooth	red	poisonous
6378	flat	scaly	brown	poisonous
6379	flat	scaly	red	poisonous
6380	flat	smooth	brown	poisonous
6381	flat	scaly	red	poisonous
6382	flat	smooth	brown	poisonous
6383	knobbed	scaly	brown	poisonous
6384	flat	scaly	red	poisonous
6385	flat	smooth	red	poisonous
6386	convex	scaly	red	poisonous
6387	flat	smooth	brown	poisonous
6388	convex	smooth	red	poisonous
6389	knobbed	scaly	brown	poisonous
6390	convex	smooth	brown	poisonous
6391	convex	scaly	red	poisonous
6392	flat	scaly	brown	poisonous
6393	flat	smooth	red	poisonous
6394	flat	smooth	brown	poisonous
6395	convex	smooth	white	edible
6396	flat	scaly	brown	poisonous
6397	flat	smooth	brown	poisonous
6398	convex	scaly	red	poisonous
6399	flat	smooth	red	poisonous
6400	convex	smooth	brown	poisonous
6401	convex	scaly	red	poisonous
6402	knobbed	fibrous	gray	edible
6403	flat	smooth	red	poisonous
6404	flat	scaly	red	poisonous
6405	bell	fibrous	white	edible
6406	flat	smooth	brown	poisonous
6407	convex	scaly	red	poisonous
6408	convex	scaly	red	poisonous
6409	flat	smooth	brown	poisonous
6410	convex	smooth	brown	poisonous
6411	flat	smooth	red	poisonous
6412	flat	smooth	red	poisonous
6413	flat	smooth	red	poisonous
6414	convex	scaly	red	poisonous
6415	flat	scaly	brown	poisonous
6416	flat	scaly	red	poisonous
6417	convex	smooth	red	poisonous
6418	flat	smooth	red	poisonous
6419	flat	scaly	red	poisonous
6420	flat	scaly	red	poisonous
6421	convex	smooth	red	poisonous
6422	flat	smooth	red	poisonous
6423	convex	smooth	brown	edible
6424	flat	scaly	brown	poisonous
6425	flat	scaly	red	poisonous
6426	flat	scaly	red	poisonous
6427	convex	smooth	brown	poisonous
6428	convex	smooth	red	poisonous
6429	convex	scaly	red	poisonous
6430	convex	smooth	red	poisonous
6431	convex	scaly	red	poisonous
6432	flat	scaly	red	poisonous
6433	convex	smooth	brown	edible
6434	flat	smooth	brown	poisonous
6435	convex	scaly	red	poisonous
6436	flat	smooth	brown	poisonous
6437	flat	scaly	red	poisonous
6438	convex	scaly	red	poisonous
6439	convex	smooth	brown	poisonous
6440	convex	smooth	brown	poisonous
6441	convex	smooth	brown	poisonous
6442	convex	scaly	red	poisonous
6443	flat	smooth	brown	poisonous
6444	flat	smooth	brown	poisonous
6445	knobbed	scaly	red	poisonous
6446	convex	smooth	brown	poisonous
6447	flat	scaly	brown	poisonous
6448	knobbed	smooth	white	edible
6449	flat	smooth	red	poisonous
6450	convex	smooth	red	poisonous
6451	flat	scaly	brown	poisonous
6452	flat	scaly	brown	poisonous
6453	flat	scaly	red	poisonous
6454	convex	smooth	brown	poisonous
6455	flat	scaly	brown	poisonous
6456	convex	smooth	brown	poisonous
6457	knobbed	scaly	brown	poisonous
6458	flat	smooth	red	poisonous
6459	flat	scaly	red	poisonous
6460	flat	scaly	red	poisonous
6461	flat	scaly	red	poisonous
6462	flat	scaly	brown	poisonous
6463	flat	scaly	brown	poisonous
6464	knobbed	scaly	brown	poisonous
6465	knobbed	scaly	brown	poisonous
6466	flat	smooth	red	poisonous
6467	convex	smooth	red	poisonous
6468	knobbed	smooth	brown	poisonous
6469	convex	smooth	red	poisonous
6470	flat	smooth	brown	poisonous
6471	convex	smooth	red	poisonous
6472	flat	smooth	brown	poisonous
6473	convex	smooth	brown	poisonous
6474	flat	scaly	red	poisonous
6475	convex	smooth	brown	poisonous
6476	convex	smooth	red	poisonous
6477	convex	smooth	red	poisonous
6478	convex	smooth	brown	poisonous
6479	convex	scaly	red	poisonous
6480	flat	scaly	red	poisonous
6481	flat	smooth	red	poisonous
6482	convex	smooth	red	poisonous
6483	flat	scaly	red	poisonous
6484	flat	smooth	red	poisonous
6485	flat	smooth	red	poisonous
6486	flat	scaly	brown	poisonous
6487	flat	smooth	brown	poisonous
6488	convex	smooth	red	poisonous
6489	flat	scaly	brown	poisonous
6490	flat	smooth	brown	poisonous
6491	flat	scaly	brown	poisonous
6492	flat	smooth	red	poisonous
6493	flat	scaly	red	poisonous
6494	flat	scaly	brown	poisonous
6495	flat	smooth	red	poisonous
6496	flat	smooth	red	poisonous
6497	flat	scaly	brown	poisonous
6498	flat	smooth	red	poisonous
6499	flat	smooth	brown	poisonous
6500	knobbed	scaly	red	poisonous
6501	flat	scaly	red	poisonous
6502	flat	smooth	red	poisonous
6503	flat	scaly	red	poisonous
6504	flat	scaly	brown	poisonous
6505	flat	scaly	red	poisonous
6506	flat	smooth	brown	poisonous
6507	convex	scaly	red	poisonous
6508	convex	fibrous	white	edible
6509	convex	smooth	red	poisonous
6510	convex	smooth	red	poisonous
6511	flat	scaly	brown	poisonous
6512	convex	smooth	red	poisonous
6513	convex	smooth	brown	poisonous
6514	convex	smooth	brown	poisonous
6515	convex	smooth	brown	poisonous
6516	convex	fibrous	gray	edible
6517	flat	scaly	red	poisonous
6518	flat	scaly	red	poisonous
6519	convex	scaly	red	poisonous
6520	convex	smooth	brown	poisonous
6521	knobbed	smooth	red	poisonous
6522	knobbed	scaly	red	poisonous
6523	flat	scaly	red	poisonous
6524	convex	smooth	brown	poisonous
6525	flat	smooth	brown	poisonous
6526	convex	smooth	red	poisonous
6527	flat	scaly	brown	poisonous
6528	convex	smooth	brown	poisonous
6529	knobbed	fibrous	white	edible
6530	knobbed	scaly	brown	poisonous
6531	flat	smooth	red	poisonous
6532	convex	scaly	red	poisonous
6533	convex	smooth	brown	poisonous
6534	convex	smooth	brown	poisonous
6535	flat	scaly	red	poisonous
6536	flat	scaly	brown	poisonous
6537	convex	scaly	red	poisonous
6538	flat	smooth	red	poisonous
6539	convex	smooth	red	poisonous
6540	convex	smooth	brown	poisonous
6541	flat	scaly	brown	poisonous
6542	flat	scaly	red	poisonous
6543	flat	scaly	brown	poisonous
6544	flat	scaly	brown	poisonous
6545	flat	smooth	brown	poisonous
6546	flat	scaly	red	poisonous
6547	flat	scaly	red	poisonous
6548	convex	scaly	red	poisonous
6549	knobbed	smooth	red	poisonous
6550	flat	scaly	red	poisonous
6551	flat	scaly	brown	poisonous
6552	flat	smooth	brown	poisonous
6553	flat	smooth	red	poisonous
6554	knobbed	smooth	red	poisonous
6555	flat	scaly	red	poisonous
6556	flat	smooth	brown	poisonous
6557	convex	smooth	brown	edible
6558	convex	smooth	brown	poisonous
6559	knobbed	smooth	brown	poisonous
6560	flat	smooth	brown	poisonous
6561	flat	smooth	brown	poisonous
6562	convex	smooth	brown	poisonous
6563	flat	smooth	brown	poisonous
6564	flat	scaly	red	poisonous
6565	flat	scaly	red	poisonous
6566	flat	smooth	brown	poisonous
6567	convex	smooth	red	poisonous
6568	convex	smooth	brown	poisonous
6569	convex	smooth	red	poisonous
6570	convex	smooth	red	poisonous
6571	flat	scaly	red	poisonous
6572	convex	smooth	red	poisonous
6573	knobbed	smooth	red	poisonous
6574	convex	scaly	red	poisonous
6575	flat	smooth	brown	poisonous
6576	flat	smooth	brown	poisonous
6577	convex	smooth	brown	poisonous
6578	knobbed	scaly	red	poisonous
6579	convex	smooth	red	poisonous
6580	flat	scaly	brown	poisonous
6581	flat	scaly	red	poisonous
6582	flat	scaly	brown	poisonous
6583	flat	smooth	brown	poisonous
6584	flat	smooth	red	poisonous
6585	knobbed	scaly	brown	poisonous
6586	flat	scaly	red	poisonous
6587	flat	smooth	red	poisonous
6588	flat	smooth	brown	poisonous
6589	convex	smooth	brown	poisonous
6590	flat	scaly	brown	poisonous
6591	flat	scaly	red	poisonous
6592	convex	scaly	red	poisonous
6593	flat	smooth	red	poisonous
6594	convex	smooth	brown	poisonous
6595	flat	smooth	brown	poisonous
6596	flat	smooth	brown	poisonous
6597	flat	smooth	red	poisonous
6598	convex	smooth	gray	edible
6599	knobbed	scaly	brown	poisonous
6600	convex	scaly	red	poisonous
6601	convex	smooth	brown	poisonous
6602	convex	smooth	brown	poisonous
6603	flat	scaly	red	poisonous
6604	knobbed	scaly	brown	poisonous
6605	convex	smooth	red	poisonous
6606	convex	smooth	brown	poisonous
6607	knobbed	scaly	brown	poisonous
6608	convex	scaly	red	poisonous
6609	knobbed	smooth	brown	poisonous
6610	convex	smooth	brown	poisonous
6611	convex	scaly	red	poisonous
6612	flat	smooth	red	poisonous
6613	flat	smooth	brown	poisonous
6614	flat	smooth	brown	poisonous
6615	flat	smooth	red	poisonous
6616	convex	scaly	red	poisonous
6617	convex	smooth	red	poisonous
6618	flat	smooth	brown	poisonous
6619	flat	scaly	red	poisonous
6620	convex	smooth	brown	poisonous
6621	convex	smooth	red	poisonous
6622	convex	smooth	red	poisonous
6623	flat	smooth	red	poisonous
6624	convex	scaly	red	poisonous
6625	convex	smooth	brown	poisonous
6626	convex	smooth	red	poisonous
6627	convex	smooth	red	poisonous
6628	convex	smooth	brown	poisonous
6629	convex	smooth	brown	poisonous
6630	flat	smooth	red	poisonous
6631	flat	scaly	red	poisonous
6632	convex	smooth	brown	poisonous
6633	convex	smooth	red	poisonous
6634	flat	smooth	brown	poisonous
6635	convex	smooth	brown	poisonous
6636	flat	smooth	red	poisonous
6637	knobbed	scaly	brown	poisonous
6638	convex	smooth	brown	poisonous
6639	flat	scaly	brown	poisonous
6640	knobbed	scaly	brown	poisonous
6641	flat	smooth	red	poisonous
6642	flat	smooth	brown	poisonous
6643	convex	smooth	red	poisonous
6644	convex	smooth	brown	poisonous
6645	flat	scaly	brown	poisonous
6646	flat	scaly	brown	poisonous
6647	convex	smooth	red	poisonous
6648	flat	scaly	brown	poisonous
6649	convex	scaly	red	poisonous
6650	flat	scaly	brown	poisonous
6651	flat	scaly	red	poisonous
6652	convex	scaly	red	poisonous
6653	flat	smooth	red	poisonous
6654	knobbed	smooth	brown	poisonous
6655	convex	scaly	red	poisonous
6656	convex	smooth	brown	poisonous
6657	flat	smooth	red	poisonous
6658	flat	smooth	red	poisonous
6659	bell	fibrous	gray	edible
6660	convex	smooth	brown	poisonous
6661	knobbed	smooth	brown	poisonous
6662	bell	smooth	brown	edible
6663	flat	smooth	brown	poisonous
6664	flat	scaly	brown	poisonous
6665	convex	scaly	red	poisonous
6666	convex	smooth	red	poisonous
6667	knobbed	scaly	cinnamon	poisonous
6668	convex	smooth	red	poisonous
6669	flat	smooth	brown	poisonous
6670	convex	smooth	brown	poisonous
6671	convex	scaly	red	poisonous
6672	convex	smooth	red	poisonous
6673	flat	smooth	red	poisonous
6674	flat	smooth	brown	poisonous
6675	flat	smooth	brown	poisonous
6676	flat	scaly	red	poisonous
6677	convex	smooth	red	poisonous
6678	flat	scaly	red	poisonous
6679	flat	scaly	brown	poisonous
6680	convex	scaly	red	poisonous
6681	flat	scaly	red	poisonous
6682	flat	smooth	red	poisonous
6683	flat	smooth	red	poisonous
6684	convex	smooth	red	poisonous
6685	convex	smooth	red	poisonous
6686	knobbed	scaly	red	poisonous
6687	convex	scaly	red	poisonous
6688	convex	smooth	red	poisonous
6689	convex	smooth	brown	poisonous
6690	convex	smooth	brown	poisonous
6691	flat	smooth	brown	poisonous
6692	flat	scaly	brown	poisonous
6693	convex	smooth	red	poisonous
6694	knobbed	smooth	brown	poisonous
6695	flat	smooth	brown	poisonous
6696	flat	scaly	brown	poisonous
6697	flat	scaly	red	poisonous
6698	flat	scaly	red	poisonous
6699	flat	scaly	brown	poisonous
6700	convex	smooth	red	poisonous
6701	flat	scaly	brown	poisonous
6702	flat	smooth	brown	poisonous
6703	flat	smooth	red	poisonous
6704	convex	smooth	brown	poisonous
6705	flat	scaly	red	poisonous
6706	knobbed	scaly	brown	poisonous
6707	flat	smooth	brown	poisonous
6708	flat	scaly	brown	poisonous
6709	flat	smooth	red	poisonous
6710	convex	smooth	brown	poisonous
6711	flat	smooth	red	poisonous
6712	convex	smooth	red	poisonous
6713	flat	scaly	red	poisonous
6714	convex	smooth	red	poisonous
6715	flat	smooth	red	poisonous
6716	flat	smooth	brown	poisonous
6717	convex	smooth	brown	poisonous
6718	convex	smooth	red	poisonous
6719	flat	smooth	red	poisonous
6720	convex	smooth	red	poisonous
6721	convex	smooth	brown	poisonous
6722	flat	smooth	red	poisonous
6723	convex	scaly	red	poisonous
6724	convex	smooth	brown	poisonous
6725	convex	scaly	red	poisonous
6726	flat	smooth	red	poisonous
6727	convex	smooth	red	poisonous
6728	flat	scaly	brown	poisonous
6729	convex	smooth	red	poisonous
6730	convex	smooth	brown	poisonous
6731	flat	smooth	red	poisonous
6732	convex	smooth	red	poisonous
6733	flat	smooth	brown	poisonous
6734	convex	scaly	red	poisonous
6735	flat	scaly	red	poisonous
6736	convex	scaly	red	poisonous
6737	knobbed	scaly	brown	poisonous
6738	flat	scaly	brown	poisonous
6739	convex	scaly	red	poisonous
6740	flat	smooth	brown	poisonous
6741	convex	smooth	red	poisonous
6742	flat	smooth	red	poisonous
6743	convex	fibrous	gray	edible
6744	convex	smooth	red	poisonous
6745	flat	smooth	brown	poisonous
6746	flat	smooth	brown	poisonous
6747	convex	smooth	red	poisonous
6748	convex	smooth	red	poisonous
6749	convex	smooth	red	poisonous
6750	flat	scaly	red	poisonous
6751	bell	fibrous	gray	edible
6752	flat	scaly	brown	poisonous
6753	flat	scaly	red	poisonous
6754	flat	scaly	brown	poisonous
6755	flat	smooth	brown	poisonous
6756	flat	scaly	brown	poisonous
6757	convex	scaly	red	poisonous
6758	flat	scaly	brown	poisonous
6759	convex	smooth	brown	poisonous
6760	flat	scaly	red	poisonous
6761	knobbed	fibrous	gray	edible
6762	bell	smooth	brown	edible
6763	flat	smooth	brown	poisonous
6764	convex	smooth	brown	poisonous
6765	flat	scaly	brown	poisonous
6766	flat	smooth	red	poisonous
6767	flat	scaly	brown	poisonous
6768	flat	smooth	brown	poisonous
6769	flat	scaly	red	poisonous
6770	flat	scaly	red	poisonous
6771	flat	smooth	brown	poisonous
